,scaler,fs_model,fs_m,pca_n,tot_n_features,max_depth,n_estimators,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
95,RobustScaler,ExtraTreesClf_10,150,5,155,None,1000,1.0,0.51723291380168,1.0,0.6732944548120502
96,RobustScaler,ExtraTreesClf_10,150,10,160,5,500,0.5400013651685096,0.39735754100060705,0.9699215683306592,0.8403423531502711
97,RobustScaler,ExtraTreesClf_10,150,10,160,5,750,0.5397160392599898,0.38940692076062644,0.9685754901663993,0.8320503421309873
98,RobustScaler,ExtraTreesClf_10,150,10,160,5,1000,0.5394461172088693,0.3896485680865032,0.9685754901663992,0.8320503421309873
99,RobustScaler,ExtraTreesClf_10,150,10,160,10,500,0.9091787932607626,0.510753027851622,0.9989531680440771,0.7136488047631743
100,RobustScaler,ExtraTreesClf_10,150,10,160,10,750,0.9187989703654765,0.49378586877703257,0.999077134986226,0.7093581711543588
101,RobustScaler,ExtraTreesClf_10,150,10,160,10,1000,0.9234372404146205,0.5166064460899494,0.9991322314049587,0.7137314493912734
102,RobustScaler,ExtraTreesClf_10,150,10,160,20,500,1.0,0.5301432952905932,1.0,0.6816277881453834
103,RobustScaler,ExtraTreesClf_10,150,10,160,20,750,1.0,0.5373947464935307,1.0,0.6857944548120501
104,RobustScaler,ExtraTreesClf_10,150,10,160,20,1000,1.0,0.5451767524037816,1.0,0.6898267128765663
105,RobustScaler,ExtraTreesClf_10,150,10,160,None,500,1.0,0.5295201916369005,1.0,0.6775024437927664
106,RobustScaler,ExtraTreesClf_10,150,10,160,None,750,1.0,0.5295201916369005,1.0,0.6775024437927664
107,RobustScaler,ExtraTreesClf_10,150,10,160,None,1000,1.0,0.5234820254417395,1.0,0.6774611214787167
108,RobustScaler,ExtraTreesClf_10,200,0,200,5,500,0.5309634080885892,0.38737333851735667,0.9731087851542397,0.8395159068692792
109,RobustScaler,ExtraTreesClf_10,200,0,200,5,750,0.5384017194295563,0.3881500423075746,0.973618427027518,0.8357211410290589
110,RobustScaler,ExtraTreesClf_10,200,0,200,5,1000,0.547610040340959,0.3856147697183451,0.974114294796113,0.8278010308362214
111,RobustScaler,ExtraTreesClf_10,200,0,200,10,500,0.9298213548409886,0.5288838851982334,0.9992011019283746,0.7301501821736426
112,RobustScaler,ExtraTreesClf_10,200,0,200,10,750,0.9295119324850118,0.5372998631596658,0.9992011019283746,0.7343581711543588
113,RobustScaler,ExtraTreesClf_10,200,0,200,10,1000,0.9372107911149337,0.5486675848954159,0.9992975206611571,0.7344821380965075
114,RobustScaler,ExtraTreesClf_10,200,0,200,20,500,1.0,0.5307334766446771,1.0,0.6816277881453835
115,RobustScaler,ExtraTreesClf_10,200,0,200,20,750,1.0,0.5451767524037816,1.0,0.6898267128765663
116,RobustScaler,ExtraTreesClf_10,200,0,200,20,1000,1.0,0.5385154825549279,1.0,0.6856600462098996
117,RobustScaler,ExtraTreesClf_10,200,0,200,None,500,1.0,0.5203659903357583,1.0,0.6734701857282502
