,remove_corr_n,scaler,fs_model,fs_m,fs_univ_k,pca_n,tot_n_features,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
248,500,RobustScaler,LinearSVC,10,20,10,30,0.19447557638922883,0.1681186144007355,0.8624756556574737,0.813960721585355
249,500,RobustScaler,LinearSVC,10,20,25,45,0.2815325145149144,0.23841500606832527,0.9155837092200728,0.8524453479072247
250,500,RobustScaler,LinearSVC,10,50,0,35,0.19180313981081415,0.1684544903789736,0.8590534717807445,0.8169703634586332
251,500,RobustScaler,LinearSVC,10,50,10,45,0.2173630154171374,0.18134237041661813,0.8876841340477704,0.8229276637341154
252,500,RobustScaler,LinearSVC,10,50,25,60,0.29486417809807286,0.2467443074977841,0.9193578139032685,0.8553483515506977
253,500,RobustScaler,LinearSVC,10,75,0,48,0.2189047568715071,0.18013844796979048,0.8692507744780472,0.8057375810894872
254,500,RobustScaler,LinearSVC,10,75,10,58,0.2515405229622142,0.20060776636883373,0.8986229427138518,0.8215606949257976
255,500,RobustScaler,LinearSVC,10,75,25,73,0.32467313568510925,0.27899456551458285,0.928690577099668,0.874325513196481
256,500,RobustScaler,LinearSVC,250,10,0,252,1.0,0.46645349540764075,1.0,0.8126806185017329
257,500,RobustScaler,LinearSVC,250,10,10,262,1.0,0.47811889609870317,1.0,0.8208795432329156
258,500,RobustScaler,LinearSVC,250,10,25,277,1.0,0.4645829630364342,1.0,0.7966751088598596
259,500,RobustScaler,LinearSVC,250,20,0,255,1.0,0.4619921418239505,1.0,0.8122465120412334
260,500,RobustScaler,LinearSVC,250,20,10,265,1.0,0.46665640559118626,1.0,0.8126392961876833
261,500,RobustScaler,LinearSVC,250,20,25,280,1.0,0.48934707064681826,1.0,0.813465742468675
262,500,RobustScaler,LinearSVC,250,50,0,267,1.0,0.44594049989868945,1.0,0.7961070381231672
263,500,RobustScaler,LinearSVC,250,50,10,277,1.0,0.43647765663249805,1.0,0.7840307029236648
264,500,RobustScaler,LinearSVC,250,50,25,292,1.0,0.4706834447507011,1.0,0.8128045854438817
265,500,RobustScaler,LinearSVC,250,75,0,279,1.0,0.47605565659576016,1.0,0.8168781658224474
266,500,RobustScaler,LinearSVC,250,75,10,289,1.0,0.4702445268416793,1.0,0.8125357682395806
267,500,RobustScaler,LinearSVC,250,75,25,304,1.0,0.4362829936020517,1.0,0.7916406735981516
268,500,RobustScaler,LinearSVC,500,10,0,500,1.0,0.528518927011306,1.0,0.7989378387985425
269,500,RobustScaler,LinearSVC,500,10,10,510,1.0,0.5140416496930335,1.0,0.8069614769394828
270,500,RobustScaler,LinearSVC,500,10,25,525,1.0,0.5273958918980569,1.0,0.7987621078823424
271,500,RobustScaler,LinearSVC,500,20,0,503,1.0,0.5368848666211985,1.0,0.7992788589709411
272,500,RobustScaler,LinearSVC,500,20,10,513,1.0,0.552559761039553,1.0,0.8157802363814093
273,500,RobustScaler,LinearSVC,500,20,25,528,1.0,0.5282326571117703,1.0,0.7909868479516573
274,500,RobustScaler,LinearSVC,500,50,0,514,1.0,0.5308109493201709,1.0,0.8035077312716609
275,500,RobustScaler,LinearSVC,500,50,10,524,1.0,0.49014526140303655,1.0,0.7783011197014129
276,500,RobustScaler,LinearSVC,500,50,25,539,1.0,0.5576785880529758,1.0,0.819678085843775
277,500,RobustScaler,LinearSVC,500,75,0,522,1.0,0.5453280050453174,1.0,0.8116135697147426
278,500,RobustScaler,LinearSVC,500,75,10,532,1.0,0.550005527585015,1.0,0.8196058828756776
279,500,RobustScaler,LinearSVC,500,75,25,547,1.0,0.5204734422639457,1.0,0.7904700968630587
280,500,RobustScaler,LinearSVC,1000,10,0,1000,1.0,0.4968266035371013,1.0,0.7812685506087265
281,500,RobustScaler,LinearSVC,1000,10,10,1010,1.0,0.5175041767341865,1.0,0.7939338398649249
282,500,RobustScaler,LinearSVC,1000,10,25,1025,1.0,0.5202274476600777,1.0,0.7861172576201901
283,500,RobustScaler,LinearSVC,1000,20,0,1002,1.0,0.5439152904453937,1.0,0.8026908379987558
284,500,RobustScaler,LinearSVC,1000,20,10,1012,1.0,0.5412603979309429,1.0,0.8026908379987558
285,500,RobustScaler,LinearSVC,1000,20,25,1027,1.0,0.5564353012219707,1.0,0.8029387718830534
286,500,RobustScaler,LinearSVC,1000,50,0,1011,1.0,0.5341381038490002,1.0,0.8061754643206257
287,500,RobustScaler,LinearSVC,1000,50,10,1021,1.0,0.5393101185266894,1.0,0.7944814716075713
288,500,RobustScaler,LinearSVC,1000,50,25,1036,1.0,0.5488171487971164,1.0,0.8028148049409046
289,500,RobustScaler,LinearSVC,1000,75,0,1019,1.0,0.5216797258065079,1.0,0.789984226428508
290,500,RobustScaler,LinearSVC,1000,75,10,1029,1.0,0.546056838230896,1.0,0.7986894605882876
291,500,RobustScaler,LinearSVC,1000,75,25,1044,1.0,0.5222007162900892,1.0,0.7901495156847063
292,500,RobustScaler,LinearSVC,4000,10,0,4000,1.0,0.44466893576924826,1.0,0.7523089398382654
293,500,RobustScaler,LinearSVC,4000,10,10,4010,1.0,0.43535080129423837,1.0,0.7328088065404781
294,500,RobustScaler,LinearSVC,4000,10,25,4025,1.0,0.4395356003032767,1.0,0.7450195503421311
295,500,RobustScaler,LinearSVC,4000,20,0,4002,1.0,0.42335868697243656,1.0,0.7401708433306674
296,500,RobustScaler,LinearSVC,4000,20,10,4012,1.0,0.44503539444171125,1.0,0.7328810095085755
297,500,RobustScaler,LinearSVC,4000,20,25,4027,1.0,0.41924848601531983,1.0,0.7283528836754642
298,500,RobustScaler,LinearSVC,4000,50,0,4003,1.0,0.41408730058946747,1.0,0.7437898782546877
299,500,RobustScaler,LinearSVC,4000,50,10,4013,1.0,0.4376051026688753,1.0,0.7369341508930951
300,500,RobustScaler,LinearSVC,4000,50,25,4028,1.0,0.44454879902831224,1.0,0.7409664089576113
301,500,RobustScaler,LinearSVC,4000,75,0,4005,1.0,0.4327504837301619,1.0,0.7561554696525371
302,500,RobustScaler,LinearSVC,4000,75,10,4015,1.0,0.44214807032185943,1.0,0.740801119701413
303,500,RobustScaler,LinearSVC,4000,75,25,4030,1.0,0.42612035413060817,1.0,0.7287352261619123
304,500,RobustScaler,na,na,na,0,4908,1.0,0.4424150499998295,1.0,0.7484832933439971
305,750,RobustScaler,LinearSVC,10,10,0,15,0.17503629617656752,0.14921419787215362,0.8298334998334999,0.7797909446369857
306,750,RobustScaler,LinearSVC,10,10,10,25,0.1938316983100863,0.16135552923927088,0.8541536746082201,0.7940851328534613
307,750,RobustScaler,LinearSVC,10,10,25,40,0.27462284197407827,0.23967652357720523,0.9078664265027901,0.8564780502976983
308,750,RobustScaler,LinearSVC,10,20,0,20,0.17745936671580143,0.14658715196118968,0.8449196258287168,0.7847389584999556
309,750,RobustScaler,LinearSVC,10,20,10,30,0.19780819188822418,0.15959220352147177,0.8693285250103433,0.7976763974051364
310,750,RobustScaler,LinearSVC,10,20,25,45,0.2778093458300009,0.23526833904055203,0.922058597967689,0.8548560383897627
311,750,RobustScaler,LinearSVC,10,50,0,35,0.2032516400358535,0.18385282204686176,0.865321496685133,0.8301039722740602
312,750,RobustScaler,LinearSVC,10,50,10,45,0.2344277167707545,0.20225400640204907,0.8953310578310578,0.8431444948013862
313,750,RobustScaler,LinearSVC,10,50,25,60,0.3090303996611035,0.2609429505683428,0.9286103542921724,0.8661610237270062
314,750,RobustScaler,LinearSVC,10,75,0,48,0.2216460831987587,0.19352496182407988,0.8725337288973654,0.827118546165467
315,750,RobustScaler,LinearSVC,10,75,10,58,0.2523474985655285,0.20638928993214267,0.9000226288862653,0.8305656269439261
316,750,RobustScaler,LinearSVC,10,75,25,73,0.3205679768438017,0.2734298427691792,0.9289485009939555,0.873013640806896
317,750,RobustScaler,LinearSVC,250,10,0,251,1.0,0.45162027668793825,1.0,0.796406735981516
318,750,RobustScaler,LinearSVC,250,10,10,261,1.0,0.5022521169821679,1.0,0.8300188838531947
319,750,RobustScaler,LinearSVC,250,10,25,276,1.0,0.4933334090660712,1.0,0.8178599040255932
320,750,RobustScaler,LinearSVC,250,20,0,255,1.0,0.4769852903446491,1.0,0.8127423798098283
321,750,RobustScaler,LinearSVC,250,20,10,265,1.0,0.4709860430064109,1.0,0.808937616635564
322,750,RobustScaler,LinearSVC,250,20,25,280,1.0,0.4568800918073881,1.0,0.7963858526615126
323,750,RobustScaler,LinearSVC,250,50,0,268,1.0,0.4962978620648449,1.0,0.8296365413667466
324,750,RobustScaler,LinearSVC,250,50,10,278,1.0,0.4833010920852994,1.0,0.813352217186528
325,750,RobustScaler,LinearSVC,250,50,25,293,1.0,0.4617655405782568,1.0,0.796819959122012
326,750,RobustScaler,LinearSVC,250,75,0,278,1.0,0.49905800795656213,1.0,0.8217164311739091
327,750,RobustScaler,LinearSVC,250,75,10,288,1.0,0.48608626858910264,1.0,0.8136519150448769
328,750,RobustScaler,LinearSVC,250,75,25,303,1.0,0.4584957877775395,1.0,0.7930565182617968
329,750,RobustScaler,LinearSVC,500,10,0,501,1.0,0.515975535924141,1.0,0.7944301519594774
330,750,RobustScaler,LinearSVC,500,10,10,511,1.0,0.49651295895793135,1.0,0.7942031013951836
331,750,RobustScaler,LinearSVC,500,10,25,526,1.0,0.5058715397748367,1.0,0.7903152492668621
332,750,RobustScaler,LinearSVC,500,20,0,504,1.0,0.5264379787996305,1.0,0.8025877543766107
333,750,RobustScaler,LinearSVC,500,20,10,514,1.0,0.4934145927281999,1.0,0.7820336799075801
334,750,RobustScaler,LinearSVC,500,20,25,529,1.0,0.4805104731174079,1.0,0.7740518084066471
335,750,RobustScaler,LinearSVC,500,50,0,515,1.0,0.536775336755957,1.0,0.8107866791077935
336,750,RobustScaler,LinearSVC,500,50,10,525,1.0,0.5022089809456075,1.0,0.7823747000799787
337,750,RobustScaler,LinearSVC,500,50,25,540,1.0,0.5071590150497343,1.0,0.7863138718563939
338,750,RobustScaler,LinearSVC,500,75,0,523,1.0,0.513309386587126,1.0,0.8023915844663645
339,750,RobustScaler,LinearSVC,500,75,10,533,1.0,0.5148108804917702,1.0,0.7944301519594775
340,750,RobustScaler,LinearSVC,500,75,25,548,1.0,0.49092791861131446,1.0,0.7939447258508843
341,750,RobustScaler,LinearSVC,1000,10,0,1001,1.0,0.523142920133171,1.0,0.7982349151337422
342,750,RobustScaler,LinearSVC,1000,10,10,1011,1.0,0.5276102913399858,1.0,0.7984932906780413
343,750,RobustScaler,LinearSVC,1000,10,25,1026,1.0,0.5566181714819348,1.0,0.8109724073580378
344,750,RobustScaler,LinearSVC,1000,20,0,1003,1.0,0.5495744935865096,1.0,0.8031249444592553
345,750,RobustScaler,LinearSVC,1000,20,10,1013,1.0,0.5383296158166136,1.0,0.7984310850439883
346,750,RobustScaler,LinearSVC,1000,20,25,1028,1.0,0.5522468812665252,1.0,0.8108897627299386
347,750,RobustScaler,LinearSVC,1000,50,0,1009,1.0,0.5271340093423176,1.0,0.806413400870879
348,750,RobustScaler,LinearSVC,1000,50,10,1019,1.0,0.5451220247929552,1.0,0.802773482626855
349,750,RobustScaler,LinearSVC,1000,50,25,1034,1.0,0.5496848949322009,1.0,0.8026803963387541
350,750,RobustScaler,LinearSVC,1000,75,0,1017,1.0,0.5312496337874777,1.0,0.8025773127166089
351,750,RobustScaler,LinearSVC,1000,75,10,1027,1.0,0.512335971001504,1.0,0.7939442815249267
352,750,RobustScaler,LinearSVC,1000,75,25,1042,1.0,0.5401233538170351,1.0,0.7988756331644895
353,750,RobustScaler,LinearSVC,4000,10,0,4000,1.0,0.4527896338084707,1.0,0.7610041766640008
354,750,RobustScaler,LinearSVC,4000,10,10,4010,1.0,0.4400562424588569,1.0,0.7484006487158981
355,750,RobustScaler,LinearSVC,4000,10,25,4025,1.0,0.44646025313309395,1.0,0.7411008175597619
356,750,RobustScaler,LinearSVC,4000,20,0,4000,1.0,0.4527896338084707,1.0,0.7610041766640008
357,750,RobustScaler,LinearSVC,4000,20,10,4010,1.0,0.4400562424588569,1.0,0.7484006487158981
358,750,RobustScaler,LinearSVC,4000,20,25,4025,1.0,0.44646025313309395,1.0,0.7411008175597619
359,750,RobustScaler,LinearSVC,4000,50,0,4001,1.0,0.4491441210391274,1.0,0.7527843686128144
360,750,RobustScaler,LinearSVC,4000,50,10,4011,1.0,0.4542464940747679,1.0,0.7567753043632809
361,750,RobustScaler,LinearSVC,4000,50,25,4026,1.0,0.4492607657670129,1.0,0.7411421398738115
362,750,RobustScaler,LinearSVC,4000,75,0,4002,1.0,0.45825937534893757,1.0,0.7570750022216298
363,750,RobustScaler,LinearSVC,4000,75,10,4012,1.0,0.4462774187474624,1.0,0.7565686927930331
364,750,RobustScaler,LinearSVC,4000,75,25,4027,1.0,0.45085091606782934,1.0,0.7493101839509464
365,750,RobustScaler,na,na,na,0,4658,1.0,0.43336102313051084,1.0,0.7443683906513818
