,i,fold,scaler,clip,u1,d1,u2,d2,batch,epoch,patience,lr,precision,recall,auc,mcc
17,17,0,StandardScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.6666667,0.4,0.4294895,0.5280527
18,18,0,StandardScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.68421054,0.43333334,0.4807345,0.5428133
19,19,0,StandardScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.61904764,0.43333334,0.40621197,0.51601636
20,20,0,StandardScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.65,0.43333334,0.4378213,0.54824126
21,21,0,StandardScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.65,0.43333334,0.37769994,0.54824126
22,22,0,StandardScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.6666667,0.4,0.50705385,0.5146512
23,23,0,StandardScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.6315789,0.4,0.47515503,0.5007626
24,24,0,StandardScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.7368421,0.46666667,0.41042498,0.58887607
25,25,0,StandardScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.6315789,0.4,0.3546282,0.51755667
26,26,0,StandardScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.64705884,0.36666667,0.42188072,0.48529467
27,27,0,StandardScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.6818182,0.5,0.36533502,0.5821808
28,28,0,StandardScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.8125,0.43333334,0.46303877,0.602712
29,29,0,StandardScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.68421054,0.43333334,0.3947397,0.5532164
30,30,0,StandardScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.68421054,0.43333334,0.45982492,0.5428133
31,31,0,StandardScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.68421054,0.43333334,0.42838952,0.5428133
32,32,0,StandardScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.57894737,0.36666667,0.45178324,0.48189697
33,33,0,StandardScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.6666667,0.4,0.43698812,0.5280527
34,34,0,StandardScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.61904764,0.43333334,0.43488693,0.51601636
35,35,0,StandardScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.5714286,0.4,0.40116102,0.47601172
36,36,0,StandardScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.6,0.4,0.41096985,0.508396
37,37,0,StandardScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.68421054,0.43333334,0.42863446,0.5532164
38,38,0,StandardScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.68421054,0.43333334,0.47533917,0.5428133
39,39,0,StandardScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.6875,0.36666667,0.42458108,0.50041056
40,40,0,StandardScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.6,0.4,0.40664676,0.49963307
41,41,0,StandardScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.78571427,0.36666667,0.3667627,0.5385413
42,42,0,StandardScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.64705884,0.36666667,0.42160988,0.48529467
43,43,0,StandardScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.68421054,0.43333334,0.42437214,0.5428133
44,44,0,StandardScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.6315789,0.4,0.45422354,0.51755667
45,45,0,StandardScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.6875,0.36666667,0.38957292,0.50675917
46,46,0,StandardScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.6666667,0.46666667,0.35701415,0.55602103
47,47,0,StandardScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.65,0.43333334,0.4247151,0.5289142
48,48,0,StandardScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.61904764,0.43333334,0.4070546,0.53311914
49,49,0,StandardScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.65,0.43333334,0.43127957,0.5425418
50,50,0,StandardScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.6666667,0.46666667,0.44210336,0.55602103
51,51,0,StandardScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.73333335,0.36666667,0.39868304,0.51700807
52,52,0,StandardScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.7,0.46666667,0.4407099,0.583901
53,53,0,StandardScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.8,0.4,0.40752414,0.5720274
54,54,0,StandardScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.6875,0.36666667,0.47788697,0.50041056
55,55,0,StandardScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.65,0.43333334,0.39873803,0.5289142
56,56,0,StandardScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.75,0.4,0.4261178,0.5546489
57,57,0,StandardScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.6,0.4,0.39175636,0.508396
58,58,0,StandardScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.68421054,0.43333334,0.46092522,0.5428133
59,59,0,StandardScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.6666667,0.4,0.4530317,0.5146512
60,60,0,StandardScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.64705884,0.36666667,0.38877398,0.5008316
61,61,0,StandardScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.6875,0.36666667,0.40372786,0.50675917
62,62,0,StandardScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.75,0.4,0.43534827,0.5462232
63,63,0,StandardScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.6,0.4,0.34093946,0.48792493
64,64,1,StandardScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.6666667,0.33333334,0.41260633,0.47949633
65,65,1,StandardScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.71428573,0.33333334,0.4557759,0.49706566
66,66,1,StandardScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.53846157,0.46666667,0.45047867,0.49904114
67,67,1,StandardScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.65217394,0.5,0.4441191,0.5692459
68,68,1,StandardScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.6818182,0.5,0.48585945,0.58994657
69,69,1,StandardScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.625,0.5,0.4780276,0.57513285
70,70,1,StandardScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.6111111,0.36666667,0.45949355,0.47145167
71,71,1,StandardScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.625,0.5,0.49306393,0.55712515
72,72,1,StandardScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.5416667,0.43333334,0.38879505,0.49356347
73,73,1,StandardScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.57894737,0.36666667,0.39085728,0.46821076
74,74,1,StandardScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.6,0.5,0.46407115,0.5457363
75,75,1,StandardScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.625,0.5,0.4768306,0.55712515
76,76,1,StandardScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.53846157,0.46666667,0.4255165,0.5201697
77,77,1,StandardScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.6,0.4,0.4765922,0.49989104
78,78,1,StandardScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.6,0.4,0.4589376,0.48792493
79,79,1,StandardScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.5769231,0.5,0.43306848,0.5350085
80,80,1,StandardScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.6363636,0.46666667,0.44760978,0.5558008
81,81,1,StandardScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.6363636,0.46666667,0.48674682,0.5558008
82,82,1,StandardScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.5714286,0.4,0.42153174,0.47601172
83,83,1,StandardScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.6,0.4,0.44934356,0.48792493
84,84,1,StandardScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.6315789,0.4,0.40667492,0.50905573
85,85,1,StandardScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.64,0.53333336,0.44927093,0.5862206
86,86,1,StandardScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.61538464,0.53333336,0.52195406,0.57097584
87,87,1,StandardScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.6363636,0.46666667,0.4536533,0.5430928
88,88,1,StandardScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.75,0.3,0.45598924,0.4820872
89,89,1,StandardScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.59090906,0.43333334,0.46527898,0.5247208
90,90,1,StandardScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.7222222,0.43333334,0.4862037,0.5578507
91,91,1,StandardScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.6818182,0.5,0.47044012,0.5821808
92,92,1,StandardScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.6666667,0.53333336,0.47468668,0.60736245
93,93,1,StandardScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.75,0.5,0.45342493,0.61956066
94,94,1,StandardScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.6315789,0.4,0.41503498,0.5007626
95,95,1,StandardScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.75,0.3,0.45787287,0.47289106
96,96,1,StandardScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.6875,0.36666667,0.46916917,0.5133521
97,97,1,StandardScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.48,0.4,0.5101864,0.45973834
98,98,1,StandardScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.6923077,0.3,0.5485067,0.45413095
99,99,1,StandardScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.6,0.5,0.5273823,0.5457363
100,100,1,StandardScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.5714286,0.4,0.5137322,0.4952751
101,101,1,StandardScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.57894737,0.36666667,0.44664747,0.47467697
102,102,1,StandardScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.5714286,0.4,0.48226547,0.47601172
103,103,1,StandardScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.6086956,0.46666667,0.50861716,0.53101397
104,104,1,StandardScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.5833333,0.46666667,0.5373713,0.5315907
105,105,1,StandardScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.6,0.4,0.43855724,0.49989104
106,106,1,StandardScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.5652174,0.43333334,0.41629934,0.49278206
107,107,1,StandardScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.61904764,0.43333334,0.5055665,0.51601636
108,108,1,StandardScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.52380955,0.36666667,0.44757652,0.45152012
109,109,1,StandardScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.5555556,0.5,0.44473928,0.5381853
110,110,1,StandardScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.7058824,0.4,0.48908153,0.5297431
111,111,1,StandardScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.5,0.3,0.43811238,0.3850526
112,112,1,StandardScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.64705884,0.36666667,0.52435046,0.50173473
113,113,1,StandardScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.5416667,0.43333334,0.4360438,0.49856764
114,114,1,StandardScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.55,0.36666667,0.4436474,0.44693565
115,115,1,StandardScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.5882353,0.33333334,0.5133615,0.4408463
116,116,1,StandardScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.5833333,0.46666667,0.48105004,0.53546554
117,117,1,StandardScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.61904764,0.43333334,0.51617086,0.5308157
118,118,1,StandardScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.6666667,0.33333334,0.5161165,0.46969676
119,119,1,StandardScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.6875,0.36666667,0.5252816,0.50041056
120,120,1,StandardScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.6,0.5,0.51738966,0.56018865
121,121,1,StandardScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.8181818,0.3,0.43298528,0.510453
122,122,1,StandardScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.5555556,0.5,0.4864493,0.5248798
123,123,1,StandardScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.5882353,0.33333334,0.46260634,0.4408463
124,124,1,StandardScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.61904764,0.43333334,0.4673922,0.52790105
125,125,1,StandardScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.5,0.33333334,0.4007417,0.4206406
126,126,1,StandardScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.6315789,0.4,0.52384245,0.5007626
127,127,1,StandardScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.6315789,0.4,0.49252295,0.5007626
128,128,2,StandardScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.52,0.41935483,0.33871382,0.50305736
129,129,2,StandardScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.44,0.3548387,0.28553617,0.41447556
130,130,2,StandardScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.5714286,0.2580645,0.27816,0.38204914
131,131,2,StandardScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.5263158,0.32258064,0.32294995,0.40979263
132,132,2,StandardScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.6,0.29032257,0.29149157,0.4599261
133,133,2,StandardScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.4117647,0.22580644,0.24903359,0.37059692
134,134,2,StandardScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.5625,0.29032257,0.38792226,0.40205464
135,135,2,StandardScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.53333336,0.2580645,0.29503062,0.36889267
136,136,2,StandardScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.47058824,0.2580645,0.27008173,0.4013779
137,137,2,StandardScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.5,0.2580645,0.2927456,0.41923922
138,138,2,StandardScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.5217391,0.38709676,0.36720034,0.4470558
139,139,2,StandardScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.33333334,0.19354838,0.2582352,0.2511975
140,140,2,StandardScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.42105263,0.2580645,0.26228267,0.34450856
141,141,2,StandardScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.42857143,0.29032257,0.28128707,0.36326528
142,142,2,StandardScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.45454547,0.32258064,0.34835878,0.38034672
143,143,2,StandardScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.4375,0.22580644,0.23949167,0.311912
144,144,2,StandardScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.625,0.32258064,0.40370795,0.48571742
145,145,2,StandardScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.57894737,0.3548387,0.2937265,0.5049049
146,146,2,StandardScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.6363636,0.22580644,0.379448,0.37738028
147,147,2,StandardScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.625,0.32258064,0.3573776,0.44712594
148,148,2,StandardScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.625,0.32258064,0.34972364,0.4465163
149,149,2,StandardScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.5294118,0.29032257,0.31139904,0.44590205
150,150,2,StandardScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.5,0.19354838,0.343149,0.3090572
151,151,2,StandardScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.6666667,0.19354838,0.35978195,0.3576788
152,152,2,StandardScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.53333336,0.2580645,0.27058077,0.4138173
153,153,2,StandardScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.5833333,0.22580644,0.3286199,0.40133876
154,154,2,StandardScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.5714286,0.38709676,0.36759216,0.46817634
155,155,2,StandardScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.5,0.32258064,0.2840784,0.39924797
156,156,2,StandardScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.625,0.32258064,0.39850774,0.4465163
157,157,2,StandardScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.5263158,0.32258064,0.32523602,0.42499012
158,158,2,StandardScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.5555556,0.32258064,0.33358434,0.42119944
159,159,2,StandardScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.6363636,0.22580644,0.36200827,0.37738028
160,160,2,StandardScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.5625,0.29032257,0.37766904,0.43918005
161,161,2,StandardScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.42307693,0.3548387,0.29173285,0.47069257
162,162,2,StandardScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.5714286,0.38709676,0.36598417,0.46817634
163,163,2,StandardScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.4090909,0.29032257,0.30030847,0.3418912
164,164,2,StandardScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.5,0.4516129,0.301243,0.51258117
165,165,2,StandardScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.42307693,0.3548387,0.2434797,0.44612205
166,166,2,StandardScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.5416667,0.41935483,0.37764367,0.47431943
167,167,2,StandardScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.41666666,0.32258064,0.29870772,0.36384657
168,168,2,StandardScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.42857143,0.38709676,0.3006504,0.48794365
169,169,2,StandardScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.4642857,0.41935483,0.32586864,0.49735638
170,170,2,StandardScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.5263158,0.32258064,0.32798722,0.40979263
171,171,2,StandardScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.42307693,0.3548387,0.27337727,0.38466206
172,172,2,StandardScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.53333336,0.2580645,0.23192063,0.40133256
173,173,2,StandardScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.45454547,0.32258064,0.3200876,0.4035421
174,174,2,StandardScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.47368422,0.29032257,0.31508476,0.36842236
175,175,2,StandardScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.5,0.32258064,0.33342698,0.39924797
176,176,2,StandardScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.55,0.3548387,0.34856573,0.49859402
177,177,2,StandardScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.5,0.32258064,0.2806511,0.445786
178,178,2,StandardScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.5714286,0.38709676,0.39737046,0.46817634
179,179,2,StandardScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.47619048,0.32258064,0.36711138,0.38946173
180,180,2,StandardScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.5217391,0.38709676,0.3229608,0.51006734
181,181,2,StandardScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.5,0.32258064,0.28984505,0.4587956
182,182,2,StandardScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.47826087,0.3548387,0.30141652,0.40944254
183,183,2,StandardScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.59090906,0.41935483,0.35805672,0.49571326
184,184,2,StandardScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.47826087,0.3548387,0.31012794,0.4829078
185,185,2,StandardScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.6666667,0.2580645,0.3005795,0.43970585
186,186,2,StandardScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.5882353,0.32258064,0.4118031,0.4335933
187,187,2,StandardScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.5,0.3548387,0.30230883,0.41880223
188,188,2,StandardScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.5,0.32258064,0.32974613,0.4587956
189,189,2,StandardScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.5294118,0.29032257,0.28752416,0.44590205
190,190,2,StandardScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.72727275,0.2580645,0.3739067,0.43171647
191,191,2,StandardScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.5,0.3548387,0.31997177,0.41880223
192,192,3,StandardScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.6666667,0.46666667,0.4416802,0.5936874
193,193,3,StandardScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.54545456,0.4,0.4480493,0.46754047
194,194,3,StandardScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.6666667,0.46666667,0.41274464,0.5560208
195,195,3,StandardScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.5652174,0.43333334,0.44836825,0.4927817
196,196,3,StandardScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.65,0.43333334,0.45851535,0.53762996
197,197,3,StandardScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.5652174,0.43333334,0.42119056,0.5111196
198,198,3,StandardScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.5555556,0.33333334,0.40928996,0.4282518
199,199,3,StandardScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.6,0.4,0.4912591,0.48792464
200,200,3,StandardScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.75,0.4,0.45439398,0.54488283
201,201,3,StandardScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.6666667,0.46666667,0.5244318,0.57264733
202,202,3,StandardScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.65,0.43333334,0.5062897,0.5289139
203,203,3,StandardScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.64,0.53333336,0.49798042,0.5824127
204,204,3,StandardScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.5714286,0.4,0.3475363,0.49751174
205,205,3,StandardScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.61904764,0.43333334,0.39620644,0.51085556
206,206,3,StandardScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.6,0.4,0.37374413,0.48792464
207,207,3,StandardScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.6111111,0.36666667,0.3911314,0.47145137
208,208,3,StandardScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.72727275,0.26666668,0.5773413,0.46256363
209,209,3,StandardScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.6315789,0.4,0.39008602,0.5286958
210,210,3,StandardScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.6666667,0.4,0.44749546,0.51465094
211,211,3,StandardScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.6666667,0.4,0.47930044,0.51465094
212,212,3,StandardScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.5714286,0.26666668,0.43608433,0.43241918
213,213,3,StandardScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.5555556,0.33333334,0.41705334,0.48370254
214,214,3,StandardScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.6111111,0.36666667,0.47941798,0.47145137
215,215,3,StandardScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.5882353,0.33333334,0.45091182,0.440846
216,216,3,StandardScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.65384614,0.56666666,0.4952484,0.6155113
217,217,3,StandardScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.7058824,0.4,0.50345683,0.53565586
218,218,3,StandardScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.71428573,0.33333334,0.5180313,0.48637867
219,219,3,StandardScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.6,0.3,0.4161307,0.42238513
220,220,3,StandardScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.625,0.33333334,0.39212132,0.47545713
221,221,3,StandardScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.6666667,0.26666668,0.35365593,0.46226376
222,222,3,StandardScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.53333336,0.26666668,0.46021575,0.37507382
223,223,3,StandardScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.61904764,0.43333334,0.40815073,0.5160161
224,224,3,StandardScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.56,0.46666667,0.4522997,0.52428174
225,225,3,StandardScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.5,0.43333334,0.44943008,0.4932212
226,226,3,StandardScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.7777778,0.46666667,0.58077985,0.60105
227,227,3,StandardScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.59090906,0.43333334,0.46716166,0.5040045
