,i,fold,scaler,clip,u1,d1,u2,d2,batch,epoch,patience,lr,precision,recall,auc,mcc
19,19,0,StandardScaler,5,128,0.4,128,0.25,8192,75,40,0.001,0.6315789,0.4,0.42473152,0.5007626
20,20,0,StandardScaler,5,128,0.4,128,0.4,4096,75,20,0.001,0.73333335,0.36666667,0.4395687,0.52734745
21,21,0,StandardScaler,5,128,0.4,128,0.4,4096,75,40,0.001,0.73333335,0.36666667,0.39985222,0.5211628
22,22,0,StandardScaler,5,128,0.4,128,0.4,8192,75,20,0.001,0.6875,0.36666667,0.4662845,0.50041056
23,23,0,StandardScaler,5,128,0.4,128,0.4,8192,75,40,0.001,0.625,0.33333334,0.44485712,0.45459792
24,24,0,StandardScaler,5,128,0.4,512,0.25,4096,75,20,0.001,0.8,0.4,0.35873783,0.5629622
25,25,0,StandardScaler,5,128,0.4,512,0.25,4096,75,40,0.001,0.8125,0.43333334,0.39327794,0.59644824
26,26,0,StandardScaler,5,128,0.4,512,0.25,8192,75,20,0.001,0.7058824,0.4,0.36225966,0.5297431
27,27,0,StandardScaler,5,128,0.4,512,0.25,8192,75,40,0.001,0.75,0.4,0.3737436,0.5462232
28,28,0,StandardScaler,5,128,0.4,512,0.4,4096,75,20,0.001,0.65,0.43333334,0.4722504,0.5425418
29,29,0,StandardScaler,5,128,0.4,512,0.4,4096,75,40,0.001,0.71428573,0.33333334,0.3869418,0.4840318
30,30,0,StandardScaler,5,128,0.4,512,0.4,8192,75,20,0.001,0.75,0.4,0.45641726,0.5462232
31,31,0,StandardScaler,5,128,0.4,512,0.4,8192,75,40,0.001,0.6875,0.36666667,0.42505175,0.50041056
32,32,0,StandardScaler,10,128,0.25,128,0.25,4096,75,20,0.001,0.68421054,0.43333334,0.4339265,0.5532164
33,33,0,StandardScaler,10,128,0.25,128,0.25,4096,75,40,0.001,0.6315789,0.4,0.4597628,0.51755667
34,34,0,StandardScaler,10,128,0.25,128,0.25,8192,75,20,0.001,0.68421054,0.43333334,0.4719863,0.5428133
35,35,0,StandardScaler,10,128,0.25,128,0.25,8192,75,40,0.001,0.7222222,0.43333334,0.4321405,0.5578507
36,36,0,StandardScaler,10,128,0.25,128,0.4,4096,75,20,0.001,0.6666667,0.4,0.48583606,0.5280527
37,37,0,StandardScaler,10,128,0.25,128,0.4,4096,75,40,0.001,0.75,0.4,0.36839095,0.5461728
38,38,0,StandardScaler,10,128,0.25,128,0.4,8192,75,20,0.001,0.7058824,0.4,0.44813156,0.5297431
39,39,0,StandardScaler,10,128,0.25,128,0.4,8192,75,40,0.001,0.61904764,0.43333334,0.44201365,0.51601636
40,40,0,StandardScaler,10,128,0.25,512,0.25,4096,75,20,0.001,0.6363636,0.46666667,0.39392388,0.5447912
41,41,0,StandardScaler,10,128,0.25,512,0.25,4096,75,40,0.001,0.65,0.43333334,0.3362175,0.5425418
42,42,0,StandardScaler,10,128,0.25,512,0.25,8192,75,20,0.001,0.7058824,0.4,0.4379727,0.5297431
43,43,0,StandardScaler,10,128,0.25,512,0.25,8192,75,40,0.001,0.7058824,0.4,0.42968786,0.5297431
44,44,0,StandardScaler,10,128,0.25,512,0.4,4096,75,20,0.001,0.64705884,0.36666667,0.33217475,0.5008316
45,45,0,StandardScaler,10,128,0.25,512,0.4,4096,75,40,0.001,0.59090906,0.43333334,0.38657492,0.5247208
46,46,0,StandardScaler,10,128,0.25,512,0.4,8192,75,20,0.001,0.59090906,0.43333334,0.44955456,0.5040048
47,47,0,StandardScaler,10,128,0.25,512,0.4,8192,75,40,0.001,0.61538464,0.26666668,0.3166452,0.40331864
48,48,0,StandardScaler,10,128,0.4,128,0.25,4096,75,20,0.001,0.75,0.4,0.39863443,0.5546489
49,49,0,StandardScaler,10,128,0.4,128,0.25,4096,75,40,0.001,0.6666667,0.4,0.4093402,0.5280527
50,50,0,StandardScaler,10,128,0.4,128,0.25,8192,75,20,0.001,0.75,0.4,0.52509177,0.5462232
51,51,0,StandardScaler,10,128,0.4,128,0.25,8192,75,40,0.001,0.64705884,0.36666667,0.3753179,0.48529467
52,52,0,StandardScaler,10,128,0.4,128,0.4,4096,75,20,0.001,0.73333335,0.36666667,0.45450106,0.52734745
53,53,0,StandardScaler,10,128,0.4,128,0.4,4096,75,40,0.001,0.6666667,0.4,0.42019176,0.5280527
54,54,0,StandardScaler,10,128,0.4,128,0.4,8192,75,20,0.001,0.68421054,0.43333334,0.4616247,0.5428133
55,55,0,StandardScaler,10,128,0.4,128,0.4,8192,75,40,0.001,0.75,0.4,0.43130046,0.5462232
56,56,0,StandardScaler,10,128,0.4,512,0.25,4096,75,20,0.001,0.6315789,0.4,0.41709387,0.51755667
57,57,0,StandardScaler,10,128,0.4,512,0.25,4096,75,40,0.001,0.75,0.4,0.46387798,0.5546489
58,58,0,StandardScaler,10,128,0.4,512,0.25,8192,75,20,0.001,0.6875,0.36666667,0.4386149,0.50041056
59,59,0,StandardScaler,10,128,0.4,512,0.25,8192,75,40,0.001,0.64705884,0.36666667,0.3750419,0.48529467
60,60,0,StandardScaler,10,128,0.4,512,0.4,4096,75,20,0.001,0.6315789,0.4,0.3864963,0.51755667
61,61,0,StandardScaler,10,128,0.4,512,0.4,4096,75,40,0.001,0.73333335,0.36666667,0.39221793,0.5211628
62,62,0,StandardScaler,10,128,0.4,512,0.4,8192,75,20,0.001,0.6875,0.36666667,0.43877816,0.50041056
63,63,0,StandardScaler,10,128,0.4,512,0.4,8192,75,40,0.001,0.6666667,0.4,0.40379903,0.5146512
64,64,1,StandardScaler,5,128,0.25,128,0.25,4096,75,20,0.001,0.5,0.36666667,0.45258194,0.43640068
65,65,1,StandardScaler,5,128,0.25,128,0.25,4096,75,40,0.001,0.6363636,0.46666667,0.46419296,0.55512214
66,66,1,StandardScaler,5,128,0.25,128,0.25,8192,75,20,0.001,0.5833333,0.46666667,0.49194896,0.51969516
67,67,1,StandardScaler,5,128,0.25,128,0.25,8192,75,40,0.001,0.5882353,0.33333334,0.45371258,0.4408463
68,68,1,StandardScaler,5,128,0.25,128,0.4,4096,75,20,0.001,0.51724136,0.5,0.45987618,0.51627684
69,69,1,StandardScaler,5,128,0.25,128,0.4,4096,75,40,0.001,0.5263158,0.33333334,0.420514,0.42879713
70,70,1,StandardScaler,5,128,0.25,128,0.4,8192,75,20,0.001,0.57894737,0.36666667,0.45579106,0.45871183
71,71,1,StandardScaler,5,128,0.25,128,0.4,8192,75,40,0.001,0.625,0.33333334,0.44556266,0.45459792
72,72,1,StandardScaler,5,128,0.25,512,0.25,4096,75,20,0.001,0.5769231,0.5,0.44134417,0.55179024
73,73,1,StandardScaler,5,128,0.25,512,0.25,4096,75,40,0.001,0.42857143,0.4,0.39502084,0.4296795
74,74,1,StandardScaler,5,128,0.25,512,0.25,8192,75,20,0.001,0.56,0.46666667,0.46158475,0.50905967
75,75,1,StandardScaler,5,128,0.25,512,0.25,8192,75,40,0.001,0.6315789,0.4,0.4364305,0.5007626
76,76,1,StandardScaler,5,128,0.25,512,0.4,4096,75,20,0.001,0.5,0.36666667,0.42793754,0.44162947
77,77,1,StandardScaler,5,128,0.25,512,0.4,4096,75,40,0.001,0.6111111,0.36666667,0.45907772,0.49065703
78,78,1,StandardScaler,5,128,0.25,512,0.4,8192,75,20,0.001,0.6,0.4,0.45969158,0.48792493
79,79,1,StandardScaler,5,128,0.25,512,0.4,8192,75,40,0.001,0.5833333,0.46666667,0.4429867,0.51969516
80,80,1,StandardScaler,5,128,0.4,128,0.25,4096,75,20,0.001,0.52380955,0.36666667,0.4078523,0.45152012
81,81,1,StandardScaler,5,128,0.4,128,0.25,4096,75,40,0.001,0.625,0.33333334,0.38013384,0.46500188
82,82,1,StandardScaler,5,128,0.4,128,0.25,8192,75,20,0.001,0.65,0.43333334,0.5205155,0.5289142
83,83,1,StandardScaler,5,128,0.4,128,0.25,8192,75,40,0.001,0.5925926,0.53333336,0.4433782,0.5601777
84,84,1,StandardScaler,5,128,0.4,128,0.4,4096,75,20,0.001,0.61904764,0.43333334,0.54229844,0.5248762
85,85,1,StandardScaler,5,128,0.4,128,0.4,4096,75,40,0.001,0.64705884,0.36666667,0.5361895,0.50173473
86,86,1,StandardScaler,5,128,0.4,128,0.4,8192,75,20,0.001,0.6666667,0.4,0.5023117,0.5146512
87,87,1,StandardScaler,5,128,0.4,128,0.4,8192,75,40,0.001,0.64705884,0.36666667,0.46601093,0.48529467
88,88,1,StandardScaler,5,128,0.4,512,0.25,4096,75,20,0.001,0.5652174,0.43333334,0.4656549,0.5004983
89,89,1,StandardScaler,5,128,0.4,512,0.25,4096,75,40,0.001,0.6875,0.36666667,0.4901152,0.5096818
90,90,1,StandardScaler,5,128,0.4,512,0.25,8192,75,20,0.001,0.6666667,0.4,0.4910823,0.5146512
91,91,1,StandardScaler,5,128,0.4,512,0.25,8192,75,40,0.001,0.6666667,0.4,0.38836086,0.5146512
92,92,1,StandardScaler,5,128,0.4,512,0.4,4096,75,20,0.001,0.55,0.36666667,0.5008705,0.4580362
93,93,1,StandardScaler,5,128,0.4,512,0.4,4096,75,40,0.001,0.5555556,0.33333334,0.4656578,0.44375232
94,94,1,StandardScaler,5,128,0.4,512,0.4,8192,75,20,0.001,0.5714286,0.4,0.45409486,0.47601172
95,95,1,StandardScaler,5,128,0.4,512,0.4,8192,75,40,0.001,0.61904764,0.43333334,0.479218,0.51601636
96,96,1,StandardScaler,10,128,0.25,128,0.25,4096,75,20,0.001,0.56666666,0.56666666,0.43655252,0.5716338
97,97,1,StandardScaler,10,128,0.25,128,0.25,4096,75,40,0.001,0.5769231,0.5,0.42687544,0.5459839
98,98,1,StandardScaler,10,128,0.25,128,0.25,8192,75,20,0.001,0.5833333,0.46666667,0.46054694,0.51969516
99,99,1,StandardScaler,10,128,0.25,128,0.25,8192,75,40,0.001,0.56,0.46666667,0.472448,0.50905967
100,100,1,StandardScaler,10,128,0.25,128,0.4,4096,75,20,0.001,0.6111111,0.36666667,0.38281584,0.48316598
101,101,1,StandardScaler,10,128,0.25,128,0.4,4096,75,40,0.001,0.59090906,0.43333334,0.50125635,0.5216551
102,102,1,StandardScaler,10,128,0.25,128,0.4,8192,75,20,0.001,0.5714286,0.26666668,0.45622373,0.3884431
103,103,1,StandardScaler,10,128,0.25,128,0.4,8192,75,40,0.001,0.5555556,0.33333334,0.48329896,0.42825213
104,104,1,StandardScaler,10,128,0.25,512,0.25,4096,75,20,0.001,0.5769231,0.5,0.539479,0.5694798
105,105,1,StandardScaler,10,128,0.25,512,0.25,4096,75,40,0.001,0.5833333,0.46666667,0.47949943,0.53546554
106,106,1,StandardScaler,10,128,0.25,512,0.25,8192,75,20,0.001,0.57894737,0.36666667,0.43091428,0.45871183
107,107,1,StandardScaler,10,128,0.25,512,0.25,8192,75,40,0.001,0.52,0.43333334,0.45059085,0.47238296
108,108,1,StandardScaler,10,128,0.25,512,0.4,4096,75,20,0.001,0.57894737,0.36666667,0.39480633,0.47467697
109,109,1,StandardScaler,10,128,0.25,512,0.4,4096,75,40,0.001,0.5862069,0.56666666,0.45712316,0.5803778
110,110,1,StandardScaler,10,128,0.25,512,0.4,8192,75,20,0.001,0.64,0.53333336,0.51007015,0.582413
111,111,1,StandardScaler,10,128,0.25,512,0.4,8192,75,40,0.001,0.5833333,0.46666667,0.46547917,0.51969516
112,112,1,StandardScaler,10,128,0.4,128,0.25,4096,75,20,0.001,0.5714286,0.4,0.45348057,0.48891574
113,113,1,StandardScaler,10,128,0.4,128,0.25,4096,75,40,0.001,0.5652174,0.43333334,0.47798648,0.50896645
114,114,1,StandardScaler,10,128,0.4,128,0.25,8192,75,20,0.001,0.6,0.4,0.5020206,0.48792493
115,115,1,StandardScaler,10,128,0.4,128,0.25,8192,75,40,0.001,0.6363636,0.46666667,0.4737162,0.5430928
116,116,1,StandardScaler,10,128,0.4,128,0.4,4096,75,20,0.001,0.64705884,0.36666667,0.4879009,0.50173473
117,117,1,StandardScaler,10,128,0.4,128,0.4,4096,75,40,0.001,0.5555556,0.5,0.53762674,0.5381853
118,118,1,StandardScaler,10,128,0.4,128,0.4,8192,75,20,0.001,0.57894737,0.36666667,0.43344545,0.45871183
119,119,1,StandardScaler,10,128,0.4,128,0.4,8192,75,40,0.001,0.6086956,0.46666667,0.4501763,0.53101397
120,120,1,StandardScaler,10,128,0.4,512,0.25,4096,75,20,0.001,0.68421054,0.43333334,0.49537754,0.54778266
121,121,1,StandardScaler,10,128,0.4,512,0.25,4096,75,40,0.001,0.5833333,0.46666667,0.47926927,0.5237205
122,122,1,StandardScaler,10,128,0.4,512,0.25,8192,75,20,0.001,0.65,0.43333334,0.4430301,0.5289142
123,123,1,StandardScaler,10,128,0.4,512,0.25,8192,75,40,0.001,0.57894737,0.36666667,0.45207915,0.45871183
124,124,1,StandardScaler,10,128,0.4,512,0.4,4096,75,20,0.001,0.6315789,0.4,0.53796124,0.51038706
125,125,1,StandardScaler,10,128,0.4,512,0.4,4096,75,40,0.001,0.55,0.36666667,0.46385756,0.45967665
126,126,1,StandardScaler,10,128,0.4,512,0.4,8192,75,20,0.001,0.6363636,0.46666667,0.55301803,0.5430928
127,127,1,StandardScaler,10,128,0.4,512,0.4,8192,75,40,0.001,0.65,0.43333334,0.50378585,0.5289142
128,128,2,StandardScaler,5,128,0.25,128,0.25,4096,75,20,0.001,0.64285713,0.29032257,0.37278146,0.45597795
129,129,2,StandardScaler,5,128,0.25,128,0.25,4096,75,40,0.001,0.4117647,0.22580644,0.18954563,0.31775075
130,130,2,StandardScaler,5,128,0.25,128,0.25,8192,75,20,0.001,0.625,0.32258064,0.38303939,0.44712594
131,131,2,StandardScaler,5,128,0.25,128,0.25,8192,75,40,0.001,0.625,0.32258064,0.32590747,0.44712594
132,132,2,StandardScaler,5,128,0.25,128,0.4,4096,75,20,0.001,0.5555556,0.32258064,0.30740395,0.4799871
133,133,2,StandardScaler,5,128,0.25,128,0.4,4096,75,40,0.001,0.47619048,0.32258064,0.24846959,0.45359075
134,134,2,StandardScaler,5,128,0.25,128,0.4,8192,75,20,0.001,0.64285713,0.29032257,0.37002632,0.43022466
135,135,2,StandardScaler,5,128,0.25,128,0.4,8192,75,40,0.001,0.5625,0.29032257,0.31455126,0.40205464
136,136,2,StandardScaler,5,128,0.25,512,0.25,4096,75,20,0.001,0.6,0.29032257,0.3423919,0.4470564
137,137,2,StandardScaler,5,128,0.25,512,0.25,4096,75,40,0.001,0.47619048,0.32258064,0.29720786,0.41108108
138,138,2,StandardScaler,5,128,0.25,512,0.25,8192,75,20,0.001,0.52,0.41935483,0.30360436,0.46459416
139,139,2,StandardScaler,5,128,0.25,512,0.25,8192,75,40,0.001,0.5,0.32258064,0.29988316,0.39924797
140,140,2,StandardScaler,5,128,0.25,512,0.4,4096,75,20,0.001,0.5555556,0.32258064,0.2866979,0.4708199
141,141,2,StandardScaler,5,128,0.25,512,0.4,4096,75,40,0.001,0.4090909,0.29032257,0.30393985,0.39492452
142,142,2,StandardScaler,5,128,0.25,512,0.4,8192,75,20,0.001,0.47368422,0.29032257,0.28336513,0.36842236
143,143,2,StandardScaler,5,128,0.25,512,0.4,8192,75,40,0.001,0.53333336,0.2580645,0.31051514,0.36889267
144,144,2,StandardScaler,5,128,0.4,128,0.25,4096,75,20,0.001,0.52380955,0.3548387,0.3396743,0.48153427
145,145,2,StandardScaler,5,128,0.4,128,0.25,4096,75,40,0.001,0.47368422,0.29032257,0.31778884,0.40931624
146,146,2,StandardScaler,5,128,0.4,128,0.25,8192,75,20,0.001,0.61538464,0.2580645,0.37783113,0.39668792
147,147,2,StandardScaler,5,128,0.4,128,0.25,8192,75,40,0.001,0.46666667,0.22580644,0.31271124,0.32234696
148,148,2,StandardScaler,5,128,0.4,128,0.4,4096,75,20,0.001,0.5,0.29032257,0.34199277,0.44003892
149,149,2,StandardScaler,5,128,0.4,128,0.4,4096,75,40,0.001,0.5625,0.29032257,0.3399695,0.43918005
150,150,2,StandardScaler,5,128,0.4,128,0.4,8192,75,20,0.001,0.5882353,0.32258064,0.39861345,0.4335933
151,151,2,StandardScaler,5,128,0.4,128,0.4,8192,75,40,0.001,0.6666667,0.2580645,0.33982986,0.41311148
152,152,2,StandardScaler,5,128,0.4,512,0.25,4096,75,20,0.001,0.53333336,0.2580645,0.34996325,0.39335334
153,153,2,StandardScaler,5,128,0.4,512,0.25,4096,75,40,0.001,0.5714286,0.2580645,0.28422242,0.42126507
154,154,2,StandardScaler,5,128,0.4,512,0.25,8192,75,20,0.001,0.5,0.22580644,0.34337074,0.33387363
155,155,2,StandardScaler,5,128,0.4,512,0.25,8192,75,40,0.001,0.5555556,0.32258064,0.3307114,0.42119944
156,156,2,StandardScaler,5,128,0.4,512,0.4,4096,75,20,0.001,0.53846157,0.22580644,0.3356254,0.3933942
157,157,2,StandardScaler,5,128,0.4,512,0.4,4096,75,40,0.001,0.5,0.2580645,0.30511844,0.40724105
158,158,2,StandardScaler,5,128,0.4,512,0.4,8192,75,20,0.001,0.625,0.32258064,0.3652121,0.44712594
159,159,2,StandardScaler,5,128,0.4,512,0.4,8192,75,40,0.001,0.6666667,0.32258064,0.30400035,0.4619841
160,160,2,StandardScaler,10,128,0.25,128,0.25,4096,75,20,0.001,0.4347826,0.32258064,0.34124786,0.45574823
161,161,2,StandardScaler,10,128,0.25,128,0.25,4096,75,40,0.001,0.41666666,0.32258064,0.28652906,0.37534153
162,162,2,StandardScaler,10,128,0.25,128,0.25,8192,75,20,0.001,0.5294118,0.29032257,0.32591325,0.38986418
163,163,2,StandardScaler,10,128,0.25,128,0.25,8192,75,40,0.001,0.5882353,0.32258064,0.31888738,0.4335933
164,164,2,StandardScaler,10,128,0.25,128,0.4,4096,75,20,0.001,0.5714286,0.38709676,0.37383574,0.50947785
165,165,2,StandardScaler,10,128,0.25,128,0.4,4096,75,40,0.001,0.4117647,0.22580644,0.23849423,0.3415228
166,166,2,StandardScaler,10,128,0.25,128,0.4,8192,75,20,0.001,0.52380955,0.3548387,0.37492085,0.42881903
167,167,2,StandardScaler,10,128,0.25,128,0.4,8192,75,40,0.001,0.41666666,0.32258064,0.26986742,0.36384657
168,168,2,StandardScaler,10,128,0.25,512,0.25,4096,75,20,0.001,0.5,0.2580645,0.3182826,0.41923922
169,169,2,StandardScaler,10,128,0.25,512,0.25,4096,75,40,0.001,0.42857143,0.29032257,0.25221166,0.4256472
170,170,2,StandardScaler,10,128,0.25,512,0.25,8192,75,20,0.001,0.44444445,0.38709676,0.30782688,0.41205582
171,171,2,StandardScaler,10,128,0.25,512,0.25,8192,75,40,0.001,0.5,0.29032257,0.20859861,0.37869895
172,172,2,StandardScaler,10,128,0.25,512,0.4,4096,75,20,0.001,0.64285713,0.29032257,0.2897215,0.45597795
173,173,2,StandardScaler,10,128,0.25,512,0.4,4096,75,40,0.001,0.47058824,0.2580645,0.2741213,0.37346184
174,174,2,StandardScaler,10,128,0.25,512,0.4,8192,75,20,0.001,0.6111111,0.3548387,0.3703484,0.4636999
175,175,2,StandardScaler,10,128,0.25,512,0.4,8192,75,40,0.001,0.4117647,0.22580644,0.25728297,0.30240595
176,176,2,StandardScaler,10,128,0.4,128,0.25,4096,75,20,0.001,0.625,0.32258064,0.37694234,0.47111905
177,177,2,StandardScaler,10,128,0.4,128,0.25,4096,75,40,0.001,0.5882353,0.32258064,0.3212147,0.47784108
178,178,2,StandardScaler,10,128,0.4,128,0.25,8192,75,20,0.001,0.53846157,0.22580644,0.36468604,0.34669787
179,179,2,StandardScaler,10,128,0.4,128,0.25,8192,75,40,0.001,0.5,0.29032257,0.34741443,0.37869895
180,180,2,StandardScaler,10,128,0.4,128,0.4,4096,75,20,0.001,0.5,0.2580645,0.38085437,0.40724105
181,181,2,StandardScaler,10,128,0.4,128,0.4,4096,75,40,0.001,0.5,0.29032257,0.31699094,0.44003892
182,182,2,StandardScaler,10,128,0.4,128,0.4,8192,75,20,0.001,0.47368422,0.29032257,0.37288725,0.36842236
183,183,2,StandardScaler,10,128,0.4,128,0.4,8192,75,40,0.001,0.5294118,0.29032257,0.31731385,0.38986418
184,184,2,StandardScaler,10,128,0.4,512,0.25,4096,75,20,0.001,0.45454547,0.32258064,0.28905654,0.45973223
185,185,2,StandardScaler,10,128,0.4,512,0.25,4096,75,40,0.001,0.7692308,0.32258064,0.36790502,0.516734
186,186,2,StandardScaler,10,128,0.4,512,0.25,8192,75,20,0.001,0.61538464,0.2580645,0.3537782,0.39668792
187,187,2,StandardScaler,10,128,0.4,512,0.25,8192,75,40,0.001,0.5,0.3548387,0.32094693,0.41880223
188,188,2,StandardScaler,10,128,0.4,512,0.4,4096,75,20,0.001,0.5,0.29032257,0.35501358,0.42584795
189,189,2,StandardScaler,10,128,0.4,512,0.4,4096,75,40,0.001,0.45454547,0.32258064,0.32426712,0.4035421
190,190,2,StandardScaler,10,128,0.4,512,0.4,8192,75,20,0.001,0.5833333,0.22580644,0.35104388,0.36108434
191,191,2,StandardScaler,10,128,0.4,512,0.4,8192,75,40,0.001,0.5,0.22580644,0.26383924,0.33387363
192,192,3,StandardScaler,5,128,0.25,128,0.25,4096,75,20,0.001,0.625,0.33333334,0.46468395,0.45619553
193,193,3,StandardScaler,5,128,0.25,128,0.25,4096,75,40,0.001,0.68,0.56666666,0.55151737,0.6434997
194,194,3,StandardScaler,5,128,0.25,128,0.25,8192,75,20,0.001,0.625,0.5,0.45534122,0.55712485
195,195,3,StandardScaler,5,128,0.25,128,0.25,8192,75,40,0.001,0.5769231,0.5,0.4928432,0.53500813
196,196,3,StandardScaler,5,128,0.25,128,0.4,4096,75,20,0.001,0.5833333,0.46666667,0.4351294,0.5310053
197,197,3,StandardScaler,5,128,0.25,128,0.4,4096,75,40,0.001,0.5,0.33333334,0.3438544,0.45402735
198,198,3,StandardScaler,5,128,0.25,128,0.4,8192,75,20,0.001,0.75,0.4,0.4992714,0.54622304
199,199,3,StandardScaler,5,128,0.25,128,0.4,8192,75,40,0.001,0.6666667,0.4,0.47484955,0.51465094
200,200,3,StandardScaler,5,128,0.25,512,0.25,4096,75,20,0.001,0.5833333,0.23333333,0.41997313,0.3635347
201,201,3,StandardScaler,5,128,0.25,512,0.25,4096,75,40,0.001,0.75,0.3,0.54082626,0.46588075
202,202,3,StandardScaler,5,128,0.25,512,0.25,8192,75,20,0.001,0.6111111,0.36666667,0.45727694,0.47145137
203,203,3,StandardScaler,5,128,0.25,512,0.25,8192,75,40,0.001,0.75,0.4,0.5127794,0.54622304
204,204,3,StandardScaler,5,128,0.25,512,0.4,4096,75,20,0.001,0.64705884,0.36666667,0.4241508,0.44833058
205,205,3,StandardScaler,5,128,0.25,512,0.4,4096,75,40,0.001,0.52,0.43333334,0.37025744,0.46123528
206,206,3,StandardScaler,5,128,0.25,512,0.4,8192,75,20,0.001,0.5555556,0.16666667,0.45719063,0.30260068
207,207,3,StandardScaler,5,128,0.25,512,0.4,8192,75,40,0.001,0.7222222,0.43333334,0.500464,0.5578505
208,208,3,StandardScaler,5,128,0.4,128,0.25,4096,75,20,0.001,0.7083333,0.56666666,0.52337974,0.6515558
209,209,3,StandardScaler,5,128,0.4,128,0.25,4096,75,40,0.001,0.57894737,0.36666667,0.33081532,0.49675685
210,210,3,StandardScaler,5,128,0.4,128,0.25,8192,75,20,0.001,0.53846157,0.23333333,0.3990802,0.35250607
211,211,3,StandardScaler,5,128,0.4,128,0.25,8192,75,40,0.001,0.6666667,0.4,0.49931902,0.51465094
212,212,3,StandardScaler,5,128,0.4,128,0.4,4096,75,20,0.001,0.75,0.4,0.5257566,0.54488283
213,213,3,StandardScaler,5,128,0.4,128,0.4,4096,75,40,0.001,0.8125,0.43333334,0.49836767,0.5780902
214,214,3,StandardScaler,5,128,0.4,128,0.4,8192,75,20,0.001,0.64705884,0.36666667,0.5338586,0.4852944
215,215,3,StandardScaler,5,128,0.4,128,0.4,8192,75,40,0.001,0.61904764,0.43333334,0.48986822,0.5160161
216,216,3,StandardScaler,5,128,0.4,512,0.25,4096,75,20,0.001,0.7222222,0.43333334,0.4996708,0.57604545
217,217,3,StandardScaler,5,128,0.4,512,0.25,4096,75,40,0.001,0.7222222,0.43333334,0.56972367,0.57604545
218,218,3,StandardScaler,5,128,0.4,512,0.25,8192,75,20,0.001,0.7058824,0.4,0.503464,0.5297428
219,219,3,StandardScaler,5,128,0.4,512,0.25,8192,75,40,0.001,0.6111111,0.36666667,0.4065807,0.47145137
220,220,3,StandardScaler,5,128,0.4,512,0.4,4096,75,20,0.001,0.72727275,0.53333336,0.53842413,0.60207015
221,221,3,StandardScaler,5,128,0.4,512,0.4,4096,75,40,0.001,0.8235294,0.46666667,0.5527398,0.59949195
222,222,3,StandardScaler,5,128,0.4,512,0.4,8192,75,20,0.001,0.7647059,0.43333334,0.59331626,0.5741912
223,223,3,StandardScaler,5,128,0.4,512,0.4,8192,75,40,0.001,0.6666667,0.53333336,0.4722282,0.59455484
224,224,3,StandardScaler,10,128,0.25,128,0.25,4096,75,20,0.001,0.6,0.3,0.39108178,0.43549085
225,225,3,StandardScaler,10,128,0.25,128,0.25,4096,75,40,0.001,0.5882353,0.33333334,0.40264267,0.4175496
226,226,3,StandardScaler,10,128,0.25,128,0.25,8192,75,20,0.001,0.78571427,0.36666667,0.5649576,0.53534657
