,i,fold,scaler,clip,u1,d1,u2,d2,batch,epoch,patience,lr,precision,recall,auc,mcc
228,228,3,RobustScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.68421054,0.43333334,0.50981003,0.54398096
229,229,3,RobustScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.7058824,0.4,0.45081794,0.5546018
230,230,3,RobustScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.6666667,0.33333334,0.42749652,0.46969646
231,231,3,RobustScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.61538464,0.26666668,0.3541252,0.4033184
232,232,3,RobustScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.5652174,0.43333334,0.42235056,0.5111196
233,233,3,RobustScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.61904764,0.43333334,0.384794,0.5429065
234,234,3,RobustScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.625,0.33333334,0.39122128,0.45459765
235,235,3,RobustScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.53846157,0.23333333,0.42356902,0.35250607
236,236,3,RobustScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.4827586,0.46666667,0.32845265,0.50437534
237,237,3,RobustScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.6666667,0.26666668,0.41400942,0.40190178
238,238,3,RobustScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.65,0.43333334,0.513476,0.5289139
239,239,3,RobustScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.7222222,0.43333334,0.5270098,0.5578505
240,240,3,RobustScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.5833333,0.23333333,0.44786924,0.39307535
241,241,3,RobustScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.8125,0.43333334,0.4799418,0.5983174
242,242,3,RobustScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.8333333,0.33333334,0.44439352,0.52577376
243,243,3,RobustScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.6875,0.36666667,0.5268392,0.5004103
244,244,3,RobustScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.7777778,0.46666667,0.52995324,0.6221498
245,245,3,RobustScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.53333336,0.26666668,0.424214,0.4249714
246,246,3,RobustScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.6666667,0.26666668,0.4656936,0.42000794
247,247,3,RobustScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.64285713,0.3,0.40549093,0.4374107
248,248,3,RobustScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.8,0.26666668,0.4233451,0.45537752
249,249,3,RobustScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.7058824,0.4,0.47137588,0.5330138
250,250,3,RobustScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.6666667,0.33333334,0.36869973,0.46969646
251,251,3,RobustScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.7058824,0.4,0.45658386,0.5297428
252,252,3,RobustScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.5882353,0.33333334,0.41282243,0.46653557
253,253,3,RobustScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.52380955,0.36666667,0.4120565,0.42954016
254,254,3,RobustScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.5,0.2,0.36265674,0.31424212
255,255,3,RobustScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.7,0.23333333,0.45319045,0.4026584
