,i,fold,scaler,clip,u1,d1,u2,d2,batch,epoch,patience,lr,precision,recall,auc,mcc
22,22,0,RobustScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.5833333,0.23333333,0.2982542,0.3671253
23,23,0,RobustScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.6666667,0.4,0.3815815,0.5146512
24,24,0,RobustScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.7692308,0.33333334,0.4070216,0.51557326
25,25,0,RobustScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.7058824,0.4,0.33944768,0.5435341
26,26,0,RobustScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.6666667,0.26666668,0.35757834,0.42000818
27,27,0,RobustScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.7777778,0.23333333,0.3878018,0.42469925
28,28,0,RobustScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.6,0.3,0.3420874,0.43756407
29,29,0,RobustScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.68421054,0.43333334,0.33700925,0.5532164
30,30,0,RobustScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.5714286,0.26666668,0.34543583,0.3884431
31,31,0,RobustScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.61538464,0.26666668,0.3332497,0.40331864
32,32,0,RobustScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.7222222,0.43333334,0.47290713,0.56199324
33,33,0,RobustScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.5833333,0.46666667,0.4129945,0.54785764
34,34,0,RobustScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.75,0.4,0.48941207,0.5462232
35,35,0,RobustScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.75,0.5,0.4029147,0.6108928
36,36,0,RobustScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.7222222,0.43333334,0.4565297,0.5709298
37,37,0,RobustScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.6111111,0.36666667,0.45436037,0.48316598
38,38,0,RobustScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.8,0.4,0.4541442,0.5643194
39,39,0,RobustScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.8125,0.43333334,0.46505237,0.5920359
40,40,0,RobustScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.6875,0.36666667,0.42790312,0.5128495
41,41,0,RobustScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.64705884,0.36666667,0.45313686,0.48259932
42,42,0,RobustScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.6,0.4,0.46240884,0.48792493
43,43,0,RobustScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.68421054,0.43333334,0.37874237,0.5428133
44,44,0,RobustScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.7368421,0.46666667,0.44757134,0.5961329
45,45,0,RobustScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.6111111,0.36666667,0.3513625,0.4767816
46,46,0,RobustScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.6818182,0.5,0.46411443,0.5821808
47,47,0,RobustScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.6875,0.36666667,0.46370164,0.50041056
48,48,0,RobustScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.6666667,0.4,0.43274277,0.5280527
49,49,0,RobustScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.75,0.4,0.45923722,0.5546489
50,50,0,RobustScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.78571427,0.36666667,0.5157037,0.53534687
51,51,0,RobustScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.7,0.46666667,0.44479007,0.5699035
52,52,0,RobustScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.7647059,0.43333334,0.49615097,0.57965887
53,53,0,RobustScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.6875,0.36666667,0.3902619,0.49483126
54,54,0,RobustScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.71428573,0.33333334,0.4924231,0.48637894
55,55,0,RobustScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.65,0.43333334,0.48406774,0.5289142
56,56,0,RobustScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.6111111,0.36666667,0.43115807,0.4840706
57,57,0,RobustScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.65,0.43333334,0.42441782,0.5413117
58,58,0,RobustScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.75,0.3,0.44948438,0.47289106
59,59,0,RobustScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.7,0.46666667,0.41030455,0.5699035
60,60,0,RobustScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.6666667,0.4,0.42768678,0.5315162
61,61,0,RobustScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.78571427,0.36666667,0.43835682,0.5385413
62,62,0,RobustScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.8125,0.43333334,0.50939524,0.5920359
63,63,0,RobustScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.7,0.46666667,0.4485265,0.5699035
64,64,1,RobustScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.52380955,0.36666667,0.37508345,0.44516075
65,65,1,RobustScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.5769231,0.5,0.4129476,0.54699755
66,66,1,RobustScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.5714286,0.26666668,0.47806174,0.3884431
67,67,1,RobustScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.47368422,0.3,0.32204348,0.3746104
68,68,1,RobustScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.5,0.33333334,0.345275,0.4031906
69,69,1,RobustScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.5555556,0.33333334,0.35617143,0.43481576
70,70,1,RobustScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.5714286,0.26666668,0.36531466,0.3884431
71,71,1,RobustScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.5833333,0.46666667,0.41683394,0.51969516
72,72,1,RobustScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.54545456,0.4,0.37933588,0.4875093
73,73,1,RobustScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.5714286,0.4,0.40613008,0.485999
74,74,1,RobustScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.61904764,0.43333334,0.39714685,0.51601636
75,75,1,RobustScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.57894737,0.36666667,0.43329298,0.45871183
76,76,1,RobustScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.6,0.5,0.41819167,0.55109674
77,77,1,RobustScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.56,0.46666667,0.37334195,0.5161525
78,78,1,RobustScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.71428573,0.33333334,0.42558473,0.48637894
79,79,1,RobustScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.6086956,0.46666667,0.4773699,0.53101397
80,80,1,RobustScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.55,0.36666667,0.4060041,0.46423134
81,81,1,RobustScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.6666667,0.33333334,0.44740295,0.47936344
82,82,1,RobustScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.6363636,0.23333333,0.33928826,0.38368496
83,83,1,RobustScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.6111111,0.36666667,0.39202273,0.47145167
84,84,1,RobustScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.4,0.06666667,0.2975994,0.11631669
85,85,1,RobustScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.6315789,0.4,0.405483,0.51755667
86,86,1,RobustScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.5714286,0.4,0.39408627,0.47601172
87,87,1,RobustScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.61538464,0.26666668,0.3026818,0.40331864
88,88,1,RobustScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.55,0.36666667,0.39069784,0.4562176
89,89,1,RobustScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.64285713,0.3,0.44293645,0.44918144
90,90,1,RobustScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.5882353,0.33333334,0.3799878,0.4408463
91,91,1,RobustScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.53846157,0.23333333,0.381303,0.35250634
92,92,1,RobustScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.52380955,0.36666667,0.38685346,0.44238022
93,93,1,RobustScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.6666667,0.26666668,0.4679507,0.43475568
94,94,1,RobustScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.625,0.33333334,0.43910924,0.45459792
95,95,1,RobustScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.65384614,0.56666666,0.5218531,0.6069432
96,96,1,RobustScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.5,0.36666667,0.4829157,0.43842882
97,97,1,RobustScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.6666667,0.26666668,0.4681883,0.43117923
98,98,1,RobustScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.7692308,0.33333334,0.5063906,0.50494325
99,99,1,RobustScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.56,0.46666667,0.44079834,0.50905967
100,100,1,RobustScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.5625,0.3,0.48868752,0.41977906
101,101,1,RobustScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.6111111,0.36666667,0.4533822,0.48092622
102,102,1,RobustScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.6111111,0.36666667,0.4573723,0.47145167
103,103,1,RobustScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.5882353,0.33333334,0.50111896,0.4408463
104,104,1,RobustScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.5769231,0.5,0.40630203,0.5459839
105,105,1,RobustScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.5625,0.3,0.44491655,0.42032197
106,106,1,RobustScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.5,0.33333334,0.4542954,0.4059464
107,107,1,RobustScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.5555556,0.33333334,0.4114601,0.42825213
108,108,1,RobustScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.6875,0.36666667,0.49708048,0.5133521
109,109,1,RobustScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.6,0.5,0.49166894,0.56018865
110,110,1,RobustScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.71428573,0.33333334,0.48754975,0.48637894
111,111,1,RobustScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.5263158,0.33333334,0.41782695,0.4166611
112,112,1,RobustScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.5714286,0.4,0.4743557,0.48891574
113,113,1,RobustScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.6875,0.36666667,0.5379545,0.50473386
114,114,1,RobustScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.6666667,0.46666667,0.5278806,0.55602103
115,115,1,RobustScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.7368421,0.46666667,0.6006092,0.584864
116,116,1,RobustScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.6,0.4,0.45668182,0.4990903
117,117,1,RobustScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.6086956,0.46666667,0.47875836,0.5448031
118,118,1,RobustScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.6923077,0.3,0.4241472,0.45413095
119,119,1,RobustScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.7058824,0.4,0.48492628,0.5297431
120,120,1,RobustScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.57894737,0.36666667,0.47885168,0.46821076
121,121,1,RobustScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.5,0.23333333,0.44770312,0.3497033
122,122,1,RobustScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.5,0.36666667,0.38142884,0.4258287
123,123,1,RobustScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.7,0.46666667,0.453257,0.5699035
124,124,1,RobustScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.5882353,0.33333334,0.4827584,0.45004672
125,125,1,RobustScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.56666666,0.56666666,0.40265435,0.5638458
126,126,1,RobustScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.64705884,0.36666667,0.46299353,0.48529467
127,127,1,RobustScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.625,0.33333334,0.41853034,0.45459792
128,128,2,RobustScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.5263158,0.32258064,0.297673,0.46450895
129,129,2,RobustScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.4347826,0.32258064,0.19397044,0.4181001
130,130,2,RobustScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.5714286,0.2580645,0.31076354,0.38204914
131,131,2,RobustScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.42105263,0.2580645,0.22940701,0.32705212
132,132,2,RobustScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.54545456,0.38709676,0.30796212,0.51561934
133,133,2,RobustScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.42105263,0.2580645,0.24677345,0.40502718
134,134,2,RobustScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.5,0.19354838,0.26104388,0.3090572
135,135,2,RobustScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.5,0.2580645,0.32050914,0.35698333
136,136,2,RobustScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.33333334,0.12903225,0.2126975,0.2862374
137,137,2,RobustScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.47368422,0.29032257,0.32202208,0.43476808
138,138,2,RobustScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.53333336,0.2580645,0.33047462,0.36889267
139,139,2,RobustScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.4,0.2580645,0.28930587,0.318596
140,140,2,RobustScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.5,0.32258064,0.29187477,0.445786
141,141,2,RobustScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.30769232,0.12903225,0.2875304,0.2712998
142,142,2,RobustScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.4,0.19354838,0.2455842,0.27580124
143,143,2,RobustScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.5,0.22580644,0.3171627,0.33387363
144,144,2,RobustScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.3548387,0.3548387,0.28215873,0.44075406
145,145,2,RobustScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.41666666,0.16129032,0.26290178,0.3111648
146,146,2,RobustScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.5555556,0.16129032,0.2612906,0.29761752
147,147,2,RobustScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.36842105,0.22580644,0.2470927,0.28568184
148,148,2,RobustScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.5,0.29032257,0.31979552,0.39837965
149,149,2,RobustScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.53846157,0.22580644,0.30781895,0.3933942
150,150,2,RobustScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.45454547,0.16129032,0.2422705,0.26870787
151,151,2,RobustScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.5,0.12903225,0.23342562,0.25226307
152,152,2,RobustScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.3846154,0.16129032,0.27032766,0.3205888
153,153,2,RobustScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.5294118,0.29032257,0.32353815,0.44590205
154,154,2,RobustScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.71428573,0.16129032,0.30148795,0.33808976
155,155,2,RobustScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.5714286,0.2580645,0.3544216,0.38204914
156,156,2,RobustScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.42857143,0.19354838,0.30513877,0.3232123
157,157,2,RobustScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.64285713,0.29032257,0.38032323,0.46845794
158,158,2,RobustScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.5,0.2580645,0.26118538,0.35698333
159,159,2,RobustScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.5714286,0.2580645,0.33322412,0.38204914
160,160,2,RobustScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.46153846,0.19354838,0.3372586,0.3291924
161,161,2,RobustScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.8,0.2580645,0.34531033,0.46552768
162,162,2,RobustScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.57894737,0.3548387,0.36789244,0.4511629
163,163,2,RobustScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.5,0.29032257,0.28942102,0.37869895
164,164,2,RobustScaler,3,128,0.25,128,0.4,4096,75,20,0.001,0.5,0.3548387,0.3227533,0.45081162
165,165,2,RobustScaler,3,128,0.25,128,0.4,4096,75,40,0.001,0.56,0.4516129,0.34496522,0.5517765
166,166,2,RobustScaler,3,128,0.25,128,0.4,8192,75,20,0.001,0.5,0.32258064,0.36736968,0.39924797
167,167,2,RobustScaler,3,128,0.25,128,0.4,8192,75,40,0.001,0.5625,0.29032257,0.30911383,0.40205464
168,168,2,RobustScaler,3,128,0.25,512,0.25,4096,75,20,0.001,0.47619048,0.32258064,0.30723846,0.44051516
169,169,2,RobustScaler,3,128,0.25,512,0.25,4096,75,40,0.001,0.7,0.22580644,0.23289837,0.40227628
170,170,2,RobustScaler,3,128,0.25,512,0.25,8192,75,20,0.001,0.55,0.3548387,0.3234597,0.43957397
171,171,2,RobustScaler,3,128,0.25,512,0.25,8192,75,40,0.001,0.5294118,0.29032257,0.24458033,0.38986418
172,172,2,RobustScaler,3,128,0.25,512,0.4,4096,75,20,0.001,0.38709676,0.38709676,0.30202547,0.4088498
173,173,2,RobustScaler,3,128,0.25,512,0.4,4096,75,40,0.001,0.5,0.19354838,0.2313948,0.3629716
174,174,2,RobustScaler,3,128,0.25,512,0.4,8192,75,20,0.001,0.47368422,0.29032257,0.29879957,0.36842236
175,175,2,RobustScaler,3,128,0.25,512,0.4,8192,75,40,0.001,0.47619048,0.32258064,0.29240704,0.38946173
176,176,2,RobustScaler,3,128,0.4,128,0.25,4096,75,20,0.001,0.53333336,0.2580645,0.30364594,0.38748586
177,177,2,RobustScaler,3,128,0.4,128,0.25,4096,75,40,0.001,0.53333336,0.2580645,0.30251852,0.38748586
178,178,2,RobustScaler,3,128,0.4,128,0.25,8192,75,20,0.001,0.5625,0.29032257,0.39770433,0.40205464
179,179,2,RobustScaler,3,128,0.4,128,0.25,8192,75,40,0.001,0.6666667,0.32258064,0.3744225,0.4619841
180,180,2,RobustScaler,3,128,0.4,128,0.4,4096,75,20,0.001,0.5882353,0.32258064,0.37945253,0.47784108
181,181,2,RobustScaler,3,128,0.4,128,0.4,4096,75,40,0.001,0.53333336,0.2580645,0.34975335,0.4138173
182,182,2,RobustScaler,3,128,0.4,128,0.4,8192,75,20,0.001,0.6,0.19354838,0.3617526,0.33906773
183,183,2,RobustScaler,3,128,0.4,128,0.4,8192,75,40,0.001,0.6,0.19354838,0.2878704,0.33906773
184,184,2,RobustScaler,3,128,0.4,512,0.25,4096,75,20,0.001,0.625,0.32258064,0.35469303,0.48571742
185,185,2,RobustScaler,3,128,0.4,512,0.25,4096,75,40,0.001,0.42857143,0.38709676,0.26880863,0.4454648
186,186,2,RobustScaler,3,128,0.4,512,0.25,8192,75,20,0.001,0.5555556,0.32258064,0.3612892,0.42119944
187,187,2,RobustScaler,3,128,0.4,512,0.25,8192,75,40,0.001,0.5217391,0.38709676,0.3190515,0.4470558
188,188,2,RobustScaler,3,128,0.4,512,0.4,4096,75,20,0.001,0.5714286,0.2580645,0.34059107,0.4092771
189,189,2,RobustScaler,3,128,0.4,512,0.4,4096,75,40,0.001,0.5882353,0.32258064,0.28608894,0.47784108
190,190,2,RobustScaler,3,128,0.4,512,0.4,8192,75,20,0.001,0.6666667,0.32258064,0.3455506,0.4619841
191,191,2,RobustScaler,3,128,0.4,512,0.4,8192,75,40,0.001,0.61538464,0.2580645,0.29810748,0.39668792
192,192,3,RobustScaler,None,128,0.25,128,0.25,4096,75,20,0.001,0.5555556,0.33333334,0.30595368,0.45865923
193,193,3,RobustScaler,None,128,0.25,128,0.25,4096,75,40,0.001,0.5882353,0.33333334,0.3031081,0.46653557
194,194,3,RobustScaler,None,128,0.25,128,0.25,8192,75,20,0.001,0.6,0.3,0.32726714,0.42238513
195,195,3,RobustScaler,None,128,0.25,128,0.25,8192,75,40,0.001,0.5625,0.3,0.39700463,0.408785
196,196,3,RobustScaler,None,128,0.25,128,0.4,4096,75,20,0.001,0.5,0.2,0.29834855,0.33789504
197,197,3,RobustScaler,None,128,0.25,128,0.4,4096,75,40,0.001,0.5294118,0.3,0.30689523,0.43329647
198,198,3,RobustScaler,None,128,0.25,128,0.4,8192,75,20,0.001,0.44444445,0.13333334,0.33338577,0.24155146
199,199,3,RobustScaler,None,128,0.25,128,0.4,8192,75,40,0.001,0.71428573,0.33333334,0.40648246,0.48637867
200,200,3,RobustScaler,None,128,0.25,512,0.25,4096,75,20,0.001,0.5,0.26666668,0.2399851,0.3730706
201,201,3,RobustScaler,None,128,0.25,512,0.25,4096,75,40,0.001,0.68421054,0.43333334,0.32933778,0.56063485
202,202,3,RobustScaler,None,128,0.25,512,0.25,8192,75,20,0.001,0.7368421,0.46666667,0.4460802,0.5848638
203,203,3,RobustScaler,None,128,0.25,512,0.25,8192,75,40,0.001,0.72727275,0.26666668,0.44445658,0.43891463
204,204,3,RobustScaler,None,128,0.25,512,0.4,4096,75,20,0.001,0.61538464,0.26666668,0.24969089,0.4156059
205,205,3,RobustScaler,None,128,0.25,512,0.4,4096,75,40,0.001,0.65,0.43333334,0.39416644,0.55807835
206,206,3,RobustScaler,None,128,0.25,512,0.4,8192,75,20,0.001,0.47826087,0.36666667,0.26463902,0.4163178
207,207,3,RobustScaler,None,128,0.25,512,0.4,8192,75,40,0.001,0.5882353,0.33333334,0.3307204,0.440846
208,208,3,RobustScaler,None,128,0.4,128,0.25,4096,75,20,0.001,0.5,0.3,0.33360475,0.40960228
209,209,3,RobustScaler,None,128,0.4,128,0.25,4096,75,40,0.001,0.5882353,0.33333334,0.36961207,0.47884187
210,210,3,RobustScaler,None,128,0.4,128,0.25,8192,75,20,0.001,0.6111111,0.36666667,0.407512,0.47145137
211,211,3,RobustScaler,None,128,0.4,128,0.25,8192,75,40,0.001,0.54545456,0.4,0.36552137,0.4649164
212,212,3,RobustScaler,None,128,0.4,128,0.4,4096,75,20,0.001,0.72727275,0.26666668,0.30815297,0.45553464
213,213,3,RobustScaler,None,128,0.4,128,0.4,4096,75,40,0.001,0.8333333,0.33333334,0.3353685,0.5526805
214,214,3,RobustScaler,None,128,0.4,128,0.4,8192,75,20,0.001,0.75,0.1,0.34655437,0.27284822
215,215,3,RobustScaler,None,128,0.4,128,0.4,8192,75,40,0.001,0.6,0.1,0.28921327,0.24366826
216,216,3,RobustScaler,None,128,0.4,512,0.25,4096,75,20,0.001,0.57894737,0.36666667,0.33029675,0.46122974
217,217,3,RobustScaler,None,128,0.4,512,0.25,4096,75,40,0.001,0.53846157,0.23333333,0.22893077,0.38950974
218,218,3,RobustScaler,None,128,0.4,512,0.25,8192,75,20,0.001,0.625,0.33333334,0.37233052,0.45459765
219,219,3,RobustScaler,None,128,0.4,512,0.25,8192,75,40,0.001,0.85714287,0.2,0.31022787,0.41294038
220,220,3,RobustScaler,None,128,0.4,512,0.4,4096,75,20,0.001,0.0,0.0,0.13141385,0.0
221,221,3,RobustScaler,None,128,0.4,512,0.4,4096,75,40,0.001,0.6923077,0.3,0.35806406,0.49124956
222,222,3,RobustScaler,None,128,0.4,512,0.4,8192,75,20,0.001,0.6,0.1,0.36475438,0.24366826
223,223,3,RobustScaler,None,128,0.4,512,0.4,8192,75,40,0.001,0.0,0.0,0.3574335,0.0
224,224,3,RobustScaler,3,128,0.25,128,0.25,4096,75,20,0.001,0.6296296,0.56666666,0.5224268,0.6204055
225,225,3,RobustScaler,3,128,0.25,128,0.25,4096,75,40,0.001,0.7,0.46666667,0.44056645,0.5820786
226,226,3,RobustScaler,3,128,0.25,128,0.25,8192,75,20,0.001,0.625,0.16666667,0.40270618,0.32124242
227,227,3,RobustScaler,3,128,0.25,128,0.25,8192,75,40,0.001,0.7058824,0.4,0.45316184,0.5297428
