,scaler,fs_model,fs_m,fs_univ_k,pca_n,tot_n_features,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
169,no_scaling,ExtraTreesClf_10,500,10,10,514,0.8208245707509656,0.3607905380191096,0.9987503015326454,0.7922984507027883
170,no_scaling,ExtraTreesClf_10,500,10,100,604,0.9920229973607954,0.2699509151723679,0.99995968635988,0.7058928038669058
171,no_scaling,ExtraTreesClf_10,500,71,0,535,0.9864000492224342,0.2984248365031715,0.9999294511297897,0.7344119180102724
172,no_scaling,ExtraTreesClf_10,500,71,10,545,0.8663756305724788,0.32766113124867996,0.9991030379613765,0.7632947297417275
173,no_scaling,ExtraTreesClf_10,500,71,100,635,1.0,0.29500522070762036,1.0,0.7145066342242231
174,no_scaling,ExtraTreesClf_10,500,383,0,780,1.0,0.32907911148157737,1.0,0.7235446070332942
175,no_scaling,ExtraTreesClf_10,500,383,10,790,1.0,0.320044504378052,1.0,0.7352988132205898
176,no_scaling,ExtraTreesClf_10,500,383,100,880,1.0,0.29114140823749096,1.0,0.6944585481448874
177,no_scaling,ExtraTreesClf_10,500,790,0,1144,1.0,0.3058454364245054,1.0,0.7073667433544638
178,no_scaling,ExtraTreesClf_10,500,790,10,1154,1.0,0.29210244617061476,1.0,0.7105012269941954
179,no_scaling,ExtraTreesClf_10,500,790,100,1244,1.0,0.307094632347464,1.0,0.6954109884681055
180,no_scaling,ExtraTreesClf_10,1000,10,0,1003,1.0,0.3124762558734759,1.0,0.7032596808547634
181,no_scaling,ExtraTreesClf_10,1000,10,10,1013,1.0,0.3073213272872675,1.0,0.6992752943005202
182,no_scaling,ExtraTreesClf_10,1000,10,100,1103,1.0,0.2643761632737705,1.0,0.6859472040028045
183,no_scaling,ExtraTreesClf_10,1000,71,0,1023,1.0,0.3263044753928254,1.0,0.7155765966124066
184,no_scaling,ExtraTreesClf_10,1000,71,10,1033,1.0,0.32942977856861094,1.0,0.707627082339422
185,no_scaling,ExtraTreesClf_10,1000,71,100,1123,1.0,0.26063497035393185,1.0,0.6698650863389094
186,no_scaling,ExtraTreesClf_10,1000,383,0,1235,1.0,0.313760967107052,1.0,0.6993542572521477
187,no_scaling,ExtraTreesClf_10,1000,383,10,1245,1.0,0.32361771630795194,1.0,0.7037031455244126
188,no_scaling,ExtraTreesClf_10,1000,383,100,1335,1.0,0.31926063063298743,1.0,0.703419290589201
189,no_scaling,ExtraTreesClf_10,1000,790,0,1558,1.0,0.2946719644802663,1.0,0.6829916254997781
190,no_scaling,ExtraTreesClf_10,1000,790,10,1568,1.0,0.3056875576383928,1.0,0.699254300440364
191,no_scaling,ExtraTreesClf_10,1000,790,100,1658,1.0,0.28855541700106196,1.0,0.670976212815197
192,no_scaling,ExtraTreesClf_10,2000,10,0,2001,1.0,0.3216227990841008,1.0,0.7034999178697362
193,no_scaling,ExtraTreesClf_10,2000,10,10,2011,1.0,0.3512880149634712,1.0,0.7160183676997357
194,no_scaling,ExtraTreesClf_10,2000,10,100,2101,1.0,0.30651381123708926,1.0,0.6911418697151858
195,no_scaling,ExtraTreesClf_10,2000,71,0,2014,1.0,0.3360688571326869,1.0,0.7117719168870176
196,no_scaling,ExtraTreesClf_10,2000,71,10,2024,1.0,0.33944588222089056,1.0,0.7038828694177576
197,no_scaling,ExtraTreesClf_10,2000,71,100,2114,1.0,0.33731135623826586,1.0,0.7238478134398139
198,no_scaling,ExtraTreesClf_10,2000,383,0,2146,1.0,0.3558286653761602,1.0,0.720124582189384
199,no_scaling,ExtraTreesClf_10,2000,383,10,2156,1.0,0.32309595925424833,1.0,0.695550406034536
200,no_scaling,ExtraTreesClf_10,2000,383,100,2246,1.0,0.3902871527536212,1.0,0.7289416523902998
201,no_scaling,ExtraTreesClf_10,2000,790,0,2396,1.0,0.33316685315025574,1.0,0.6957116654711748
202,no_scaling,ExtraTreesClf_10,2000,790,10,2406,1.0,0.31774731118200716,1.0,0.6954294553625958
203,no_scaling,ExtraTreesClf_10,2000,790,100,2496,1.0,0.3661191112562541,1.0,0.7284369119114235
204,no_scaling,ExtraTreesClf_10,4000,10,0,4000,1.0,0.32786281890079527,1.0,0.6955495507111306
205,no_scaling,ExtraTreesClf_10,4000,10,10,4010,1.0,0.335907090443815,1.0,0.6997976707283251
206,no_scaling,ExtraTreesClf_10,4000,10,100,4100,1.0,0.3589186532465194,1.0,0.7121742174685627
207,no_scaling,ExtraTreesClf_10,4000,71,0,4004,1.0,0.3291187911866335,1.0,0.695489924604105
208,no_scaling,ExtraTreesClf_10,4000,71,10,4014,1.0,0.33519675152661194,1.0,0.7038433989119736
209,no_scaling,ExtraTreesClf_10,4000,71,100,4104,1.0,0.3389983794466893,1.0,0.7037812580282038
210,no_scaling,ExtraTreesClf_10,4000,383,0,4053,1.0,0.3543026678948367,1.0,0.7041457548706567
211,no_scaling,ExtraTreesClf_10,4000,383,10,4063,1.0,0.3850723106933868,1.0,0.7166843724908197
212,no_scaling,ExtraTreesClf_10,4000,383,100,4153,1.0,0.32473970731265234,1.0,0.6954487800182756
213,no_scaling,ExtraTreesClf_10,4000,790,0,4204,1.0,0.33344734147631944,1.0,0.699351713221991
214,no_scaling,ExtraTreesClf_10,4000,790,10,4214,1.0,0.35430879620259287,1.0,0.7121549025640203
215,no_scaling,ExtraTreesClf_10,4000,790,100,4304,1.0,0.3405454141577364,1.0,0.7039232025603002
216,no_scaling,na,na,na,0,5408,1.0,0.3388754358201525,1.0,0.6917456897423812
