,scaler,fs_model,fs_m,fs_univ_k,pca_n,tot_n_features,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
168,RobustScaler,ExtraTreesClf_10,500,9,0,504,1.0,0.33474454941107795,1.0,0.7396678765963713
169,RobustScaler,ExtraTreesClf_10,500,9,10,514,1.0,0.3268594133176596,1.0,0.7312522370268891
170,RobustScaler,ExtraTreesClf_10,500,9,100,604,1.0,0.33438341052748566,1.0,0.7197214604134148
171,RobustScaler,ExtraTreesClf_10,500,71,0,535,1.0,0.3297871586887386,1.0,0.7197222962345452
172,RobustScaler,ExtraTreesClf_10,500,71,10,545,1.0,0.3231508424014414,1.0,0.7194207590325016
173,RobustScaler,ExtraTreesClf_10,500,71,100,635,1.0,0.3321157728801538,1.0,0.7359262272071388
174,RobustScaler,ExtraTreesClf_10,500,383,0,778,1.0,0.3317232941352757,1.0,0.7236865393764687
175,RobustScaler,ExtraTreesClf_10,500,383,10,788,1.0,0.3659653718215801,1.0,0.7364880400117464
176,RobustScaler,ExtraTreesClf_10,500,383,100,878,1.0,0.35548570102538796,1.0,0.740393519683403
177,RobustScaler,ExtraTreesClf_10,500,794,0,1145,1.0,0.38759267031188765,1.0,0.7370742777212694
178,RobustScaler,ExtraTreesClf_10,500,794,10,1155,1.0,0.39492741022482436,1.0,0.7453672974143352
179,RobustScaler,ExtraTreesClf_10,500,794,100,1245,1.0,0.34063564196621526,1.0,0.72825887672483
180,RobustScaler,ExtraTreesClf_10,1000,9,0,1003,1.0,0.37341659893946993,1.0,0.7205478693177323
181,RobustScaler,ExtraTreesClf_10,1000,9,10,1013,1.0,0.42583229870612577,1.0,0.7617886804480501
182,RobustScaler,ExtraTreesClf_10,1000,9,100,1103,1.0,0.3928319119615509,1.0,0.7530925536057215
183,RobustScaler,ExtraTreesClf_10,1000,71,0,1023,1.0,0.3913337549029967,1.0,0.7330680249189739
184,RobustScaler,ExtraTreesClf_10,1000,71,10,1033,1.0,0.4484588599658654,1.0,0.7662988525347979
185,RobustScaler,ExtraTreesClf_10,1000,71,100,1123,1.0,0.38674493466905524,1.0,0.7408554049296393
186,RobustScaler,ExtraTreesClf_10,1000,383,0,1235,1.0,0.38602039521251585,1.0,0.7409772328650442
187,RobustScaler,ExtraTreesClf_10,1000,383,10,1245,1.0,0.45645895070612513,1.0,0.7704655216392489
188,RobustScaler,ExtraTreesClf_10,1000,383,100,1335,1.0,0.3884337529267177,1.0,0.7409570260703306
189,RobustScaler,ExtraTreesClf_10,1000,794,0,1559,1.0,0.433486171879573,1.0,0.7577824373968921
190,RobustScaler,ExtraTreesClf_10,1000,794,10,1569,1.0,0.4528067019760073,1.0,0.7542431481500088
191,RobustScaler,ExtraTreesClf_10,1000,794,100,1659,1.0,0.42733524058285904,1.0,0.753778713998047
192,RobustScaler,ExtraTreesClf_10,2000,9,0,2001,1.0,0.38459972375781454,1.0,0.7327648136368854
193,RobustScaler,ExtraTreesClf_10,2000,9,10,2011,1.0,0.4252100926761566,1.0,0.7415415848242398
194,RobustScaler,ExtraTreesClf_10,2000,9,100,2101,1.0,0.40499062535904856,1.0,0.7454470571825431
195,RobustScaler,ExtraTreesClf_10,2000,71,0,2014,1.0,0.38903049306265497,1.0,0.7329873781361638
196,RobustScaler,ExtraTreesClf_10,2000,71,10,2024,1.0,0.398038272223636,1.0,0.7411384581727019
197,RobustScaler,ExtraTreesClf_10,2000,71,100,2114,1.0,0.41628232954203487,1.0,0.7536384386704268
198,RobustScaler,ExtraTreesClf_10,2000,383,0,2145,1.0,0.4006229236258057,1.0,0.7451833334707292
199,RobustScaler,ExtraTreesClf_10,2000,383,10,2155,1.0,0.41712859292962484,1.0,0.7454663501470261
200,RobustScaler,ExtraTreesClf_10,2000,383,100,2245,1.0,0.41962286595624043,1.0,0.7537190757020994
201,RobustScaler,ExtraTreesClf_10,2000,794,0,2402,1.0,0.3878699349129691,1.0,0.7328857691843943
